2000000;1820.0
2100000;1635.0
2200000;1671.0
2300000;1773.0
2400000;1617.0
2500000;1645.0
2600000;1865.0
2700000;1833.0
2800000;2122.0
2900000;2166.0
3000000;2032.0
3100000;2372.0
3200000;1989.0
3300000;2383.0
3400000;2676.0
3500000;2508.0
3600000;2682.0
3700000;2654.0
3800000;2649.0
3900000;2491.0
4000000;3403.0
4100000;2691.0
4200000;2708.0
4300000;2935.0
4400000;2848.0
4500000;2949.0
4600000;2893.0
4700000;3299.0
4800000;2980.0
4900000;3288.0
5000000;3320.0
5100000;3163.0
5200000;3840.0
5300000;3615.0
5400000;4003.0
5500000;3671.0
5600000;3760.0
5700000;3841.0
5800000;4686.0
5900000;4283.0
6000000;4411.0
6100000;3975.0
6200000;4643.0
6300000;4318.0
6400000;4750.0
6500000;4376.0
6600000;4763.0
6700000;4998.0
6800000;4978.0
6900000;4866.0
7000000;4879.0
7100000;5386.0
7200000;5369.0
7300000;4961.0
7400000;5563.0
7500000;5261.0
7600000;5062.0
7700000;5277.0
7800000;5843.0
7900000;5643.0
8000000;6141.0
8100000;6291.0
8200000;5758.0
8300000;5570.0
8400000;5793.0
8500000;5637.0
8600000;9165.0
8700000;7765.0
8800000;8157.0
8900000;6525.0
9000000;5632.0
9100000;6454.0
9200000;7004.0
9300000;6304.0
9400000;6697.0
9500000;8380.0
9600000;8339.0
9700000;7971.0
9800000;7577.0
9900000;8327.0
10000000;8265.0
