10000;0.000060
11000;0.000073
12000;0.000087
13000;0.000113
14000;0.000137
15000;0.000136
16000;0.000155
17000;0.000171
18000;0.000192
19000;0.000218
20000;0.000244
21000;0.000264
22000;0.000296
23000;0.000316
24000;0.000345
25000;0.000375
26000;0.000420
27000;0.000434
28000;0.000500
29000;0.000494
30000;0.000558
31000;0.000591
32000;0.000597
33000;0.000637
34000;0.000693
35000;0.000722
36000;0.000768
37000;0.000817
38000;0.000954
39000;0.000940
40000;0.001030
41000;0.001116
42000;0.001109
43000;0.001151
44000;0.001278
45000;0.001365
46000;0.001492
47000;0.001517
48000;0.001506
49000;0.001696
50000;0.001752
51000;0.001808
52000;0.001831
53000;0.001914
54000;0.001929
55000;0.002074
56000;0.002167
57000;0.002321
58000;0.002322
59000;0.002512
60000;0.002578
61000;0.002548
62000;0.002660
63000;0.002888
64000;0.002801
65000;0.002848
66000;0.002948
67000;0.003052
68000;0.003378
69000;0.003401
70000;0.003379
71000;0.003405
72000;0.003564
73000;0.003817
74000;0.003879
75000;0.003908
76000;0.003984
77000;0.004128
78000;0.004189
79000;0.004257
80000;0.004415
81000;0.004491
82000;0.004662
83000;0.004680
84000;0.004867
85000;0.004899
86000;0.005046
87000;0.005102
88000;0.005326
89000;0.005260
90000;0.005304
